epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.7233570482784186,0.7317493775534252,0.527,0.4727272727272727,0.13963480128893663,0.2155887230514096
2,0.7220237325555601,0.7269915162570892,0.477,0.45692883895131087,0.6552094522019334,0.5383936451897617
3,0.7194355910959335,0.7281268030878097,0.502,0.46727089627391744,0.4983888292158969,0.48232848232848236
4,0.7176428469606101,0.732584710158999,0.5195,0.47466216216216217,0.30182599355531686,0.3690085357846356
5,0.7159651982517669,0.7329639764059157,0.5145,0.4666666666666667,0.3007518796992481,0.36577400391900716
6,0.7128601525538265,0.7318056708290464,0.5065,0.4667458432304038,0.4221267454350161,0.4433164128595601
